preferredName_A,preferredName_B,score
NDUFS5,NDUFS1,0.999
NDUFS5,NDUFB3,0.999
NDUFS5,NDUFA13,0.999
NDUFS5,NDUFA5,0.999
NDUFS5,NDUFA6,0.999
NDUFS5,NDUFA11,0.999
NDUFS5,NDUFA3,0.999
NDUFS5,NDUFV1,0.999
NDUFS5,NDUFA8,0.999
NDUFS5,NDUFB6,0.999
NDUFA8,SDHB,0.952
NDUFA8,UQCRQ,0.995
NDUFA8,NDUFV1,0.999
NDUFA8,NDUFA3,0.999
NDUFA8,NDUFA11,0.999
NDUFA8,NDUFB6,0.999
NDUFA8,TIMMDC1,0.999
NDUFA8,NDUFA13,0.999
NDUFA8,NDUFB3,0.999
NDUFA8,NDUFS1,0.999
NDUFA8,NDUFAB1,0.999
NDUFA8,NDUFA5,0.999
NDUFA8,NDUFA6,0.999
NDUFA8,UQCRB,0.999
SDHB,NDUFA5,0.73
SDHB,NDUFB3,0.762
SDHB,NDUFA11,0.827
SDHB,NDUFA13,0.839
SDHB,NDUFB6,0.859
SDHB,NDUFA6,0.863
SDHB,UQCRQ,0.886
SDHB,UQCRB,0.957
SDHB,NDUFS1,0.996
UQCRQ,NDUFS1,0.961
UQCRQ,NDUFA3,0.971
UQCRQ,NDUFAB1,0.972
UQCRQ,NDUFB3,0.985
UQCRQ,NDUFB6,0.988
UQCRQ,NDUFV1,0.992
UQCRQ,NDUFA5,0.994
UQCRQ,NDUFA13,0.995
UQCRQ,NDUFA11,0.997
UQCRQ,NDUFA6,0.997
UQCRQ,UQCRB,0.999
NDUFB6,UQCRB,0.988
NDUFB6,TIMMDC1,0.998
NDUFB6,NDUFA11,0.999
NDUFB6,NDUFA3,0.999
NDUFB6,NDUFV1,0.999
NDUFB6,NDUFA6,0.999
NDUFB6,NDUFA5,0.999
NDUFB6,NDUFAB1,0.999
NDUFB6,NDUFS1,0.999
NDUFB6,NDUFB3,0.999
NDUFB6,NDUFA13,0.999
NDUFA11,TIMMDC1,0.713
NDUFA11,UQCRB,0.977
NDUFA11,NDUFA6,0.999
NDUFA11,NDUFA5,0.999
NDUFA11,NDUFAB1,0.999
NDUFA11,NDUFS1,0.999
NDUFA11,NDUFB3,0.999
NDUFA11,NDUFA3,0.999
NDUFA11,NDUFV1,0.999
NDUFA11,NDUFA13,0.999
NDUFS1,UQCRB,0.998
NDUFS1,NDUFV1,0.999
NDUFS1,NDUFA3,0.999
NDUFS1,NDUFB3,0.999
NDUFS1,NDUFAB1,0.999
NDUFS1,NDUFA13,0.999
NDUFS1,NDUFA6,0.999
NDUFS1,NDUFA5,0.999
NDUFB3,TIMMDC1,0.753
NDUFB3,UQCRB,0.981
NDUFB3,NDUFA5,0.999
NDUFB3,NDUFA6,0.999
NDUFB3,NDUFA13,0.999
NDUFB3,NDUFAB1,0.999
NDUFB3,NDUFA3,0.999
NDUFB3,NDUFV1,0.999
NDUFA5,TIMMDC1,0.803
NDUFA5,NDUFA3,0.999
NDUFA5,NDUFV1,0.999
NDUFA5,UQCRB,0.999
NDUFA5,NDUFA6,0.999
NDUFA5,NDUFAB1,0.999
NDUFA5,NDUFA13,0.999
NDUFA3,UQCRB,0.906
NDUFA3,TIMMDC1,0.935
NDUFA3,NDUFA13,0.999
NDUFA3,NDUFAB1,0.999
NDUFA3,NDUFA6,0.999
NDUFA3,NDUFV1,0.999
TIMMDC1,NDUFV1,0.997
TIMMDC1,NDUFA13,0.999
NDUFA13,UQCRB,0.989
NDUFA13,NDUFV1,0.999
NDUFA13,NDUFAB1,0.999
NDUFA13,NDUFA6,0.999
UQCRB,NDUFAB1,0.975
UQCRB,NDUFA6,0.999
UQCRB,NDUFV1,0.999
NDUFAB1,NDUFA6,0.999
NDUFAB1,NDUFV1,0.999
NDUFA6,NDUFV1,0.999
SHPK,FGGY,0.879
SHPK,CTNS,0.978
HS1BP3,CTNS,0.763
FGGY,CTNS,0.719
SLC66A1,CTNS,0.837
CTNS,TRPV1,0.727
WARS2,DARS2,0.766
WARS2,TARS3,0.795
WARS2,TARS1,0.797
WARS2,TARS2,0.802
WARS2,FARS2,0.805
WARS2,HARS1,0.829
WARS2,NARS1,0.837
WARS2,GARS1,0.837
WARS2,CARS2,0.838
WARS2,EARS2,0.838
WARS2,EPRS1,0.841
WARS2,IARS1,0.845
WARS2,KARS1,0.854
WARS2,NARS2,0.854
WARS2,LARS1,0.86
WARS2,RARS2,0.863
WARS2,SARS2-2,0.868
WARS2,LARS2,0.868
WARS2,SARS1,0.869
WARS2,SARS2,0.869
WARS2,AARS2,0.876
WARS2,IARS2,0.877
WARS2,AARS1,0.879
WARS2,QARS1,0.893
WARS2,MARS1,0.897
WARS2,PARS2,0.899
WARS2,VARS1,0.905
WARS2,VARS2,0.906
WARS2,MARS2,0.908
WARS2,YARS2,0.951
WARS2,YARS1,0.991
WARS2,WARS1,0.992
AARS2,SARS1,0.775
AARS2,SARS2-2,0.778
AARS2,NARS1,0.791
AARS2,SARS2,0.793
AARS2,CARS2,0.824
AARS2,KARS1,0.829
AARS2,LARS1,0.832
AARS2,FARS2,0.833
AARS2,MARS1,0.841
AARS2,NARS2,0.845
AARS2,WARS1,0.85
AARS2,MARS2,0.853
AARS2,HARS1,0.856
AARS2,IARS1,0.863
AARS2,TARS1,0.864
AARS2,TARS3,0.87
AARS2,QARS1,0.875
AARS2,GARS1,0.877
AARS2,PARS2,0.886
AARS2,YARS2,0.89
AARS2,EPRS1,0.898
AARS2,RARS2,0.905
AARS2,TARS2,0.91
AARS2,AARS1,0.91
AARS2,VARS1,0.915
AARS2,IARS2,0.918
AARS2,LARS2,0.924
AARS2,YARS1,0.927
AARS2,EARS2,0.927
AARS2,VARS2,0.937
AARS2,DARS2,0.955
NARS1,FARSA,0.708
NARS1,FARS2,0.758
NARS1,VARS2,0.803
NARS1,SARS2-2,0.813
NARS1,SARS2,0.814
NARS1,CARS2,0.829
NARS1,VARS1,0.837
NARS1,WARS1,0.84
NARS1,RARS2,0.843
NARS1,SARS1,0.843
NARS1,LARS2,0.848
NARS1,YARS2,0.857
NARS1,HARS1,0.862
NARS1,MARS2,0.867
NARS1,EARS2,0.875
NARS1,PARS2,0.876
NARS1,MARS1,0.886
NARS1,QARS1,0.887
NARS1,IARS2,0.889
NARS1,TARS2,0.901
NARS1,TARS3,0.902
NARS1,NARS2,0.921
NARS1,TARS1,0.924
NARS1,KARS1,0.931
NARS1,GARS1,0.939
NARS1,AARS1,0.947
NARS1,LARS1,0.954
NARS1,IARS1,0.965
NARS1,YARS1,0.966
NARS1,EPRS1,0.998
CARS2,FARS2,0.738
CARS2,DARS2,0.743
CARS2,TARS1,0.786
CARS2,TARS3,0.789
CARS2,TARS2,0.8
CARS2,GARS1,0.807
CARS2,KARS1,0.809
CARS2,WARS1,0.812
CARS2,HARS1,0.815
CARS2,MARS2,0.833
CARS2,QARS1,0.837
CARS2,EARS2,0.838
CARS2,MARS1,0.842
CARS2,YARS2,0.843
CARS2,EPRS1,0.848
CARS2,AARS1,0.853
CARS2,NARS2,0.866
CARS2,SARS2-2,0.88
CARS2,SARS2,0.881
CARS2,YARS1,0.882
CARS2,VARS2,0.884
CARS2,RARS2,0.889
CARS2,SARS1,0.889
CARS2,VARS1,0.892
CARS2,IARS1,0.902
CARS2,PARS2,0.909
CARS2,LARS2,0.928
CARS2,LARS1,0.935
CARS2,IARS2,0.944
AARS1,FARSB,0.814
AARS1,SARS2-2,0.865
AARS1,SARS2,0.867
AARS1,FARS2,0.872
AARS1,NARS2,0.881
AARS1,SARS1,0.881
AARS1,MARS2,0.887
AARS1,PARS2,0.89
AARS1,EARS2,0.894
AARS1,WARS1,0.906
AARS1,HARS1,0.906
AARS1,DARS2,0.907
AARS1,RARS2,0.911
AARS1,MARS1,0.913
AARS1,TARS2,0.924
AARS1,VARS2,0.927
AARS1,TARS1,0.929
AARS1,LARS2,0.929
AARS1,VARS1,0.938
AARS1,YARS2,0.938
AARS1,IARS2,0.942
AARS1,TARS3,0.955
AARS1,QARS1,0.964
AARS1,LARS1,0.968
AARS1,EPRS1,0.976
AARS1,IARS1,0.98
AARS1,GARS1,0.983
AARS1,KARS1,0.992
AARS1,YARS1,0.996
MARS1,FARSB,0.705
MARS1,FARS2,0.77
MARS1,TARS2,0.84
MARS1,TARS3,0.841
MARS1,SARS2-2,0.843
MARS1,SARS2,0.844
MARS1,HARS1,0.878
MARS1,TARS1,0.881
MARS1,NARS2,0.889
MARS1,SARS1,0.895
MARS1,VARS2,0.897
MARS1,VARS1,0.902
MARS1,WARS1,0.923
MARS1,PARS2,0.924
MARS1,GARS1,0.927
MARS1,YARS2,0.927
MARS1,MARS2,0.945
MARS1,RARS2,0.971
MARS1,EARS2,0.983
MARS1,LARS2,0.994
MARS1,IARS2,0.995
MARS1,QARS1,0.999
MARS1,LARS1,0.999
MARS1,KARS1,0.999
MARS1,IARS1,0.999
MARS1,EPRS1,0.999
MARS1,YARS1,0.999
NARS2,DARS2,0.749
NARS2,WARS1,0.826
NARS2,GARS1,0.837
NARS2,SARS2-2,0.842
NARS2,SARS1,0.845
NARS2,VARS2,0.851
NARS2,KARS1,0.852
NARS2,VARS1,0.853
NARS2,FARS2,0.856
NARS2,LARS1,0.86
NARS2,HARS1,0.867
NARS2,IARS1,0.871
NARS2,SARS2,0.871
NARS2,RARS2,0.882
NARS2,TARS3,0.887
NARS2,QARS1,0.89
NARS2,LARS2,0.89
NARS2,TARS1,0.893
NARS2,MARS2,0.895
NARS2,TARS2,0.9
NARS2,IARS2,0.904
NARS2,PARS2,0.909
NARS2,EARS2,0.913
NARS2,YARS2,0.926
NARS2,EPRS1,0.941
NARS2,YARS1,0.956
FARSB,YARS2,0.705
FARSB,TARS1,0.735
FARSB,VARS1,0.776
FARSB,IARS2,0.805
FARSB,KARS1,0.813
FARSB,LARS1,0.814
FARSB,LARS2,0.816
FARSB,IARS1,0.914
FARSB,EPRS1,0.925
FARSB,YARS1,0.946
FARSB,FARS2,0.997
FARSB,FARSA,0.999
MARS2,DARS2,0.79
MARS2,TARS3,0.806
MARS2,TARS1,0.806
MARS2,FARS2,0.807
MARS2,GARS1,0.824
MARS2,SARS1,0.824
MARS2,SARS2-2,0.826
MARS2,HARS1,0.829
MARS2,SARS2,0.833
MARS2,TARS2,0.838
MARS2,VARS2,0.879
MARS2,VARS1,0.889
MARS2,WARS1,0.893
MARS2,PARS2,0.932
MARS2,YARS2,0.939
MARS2,RARS2,0.971
MARS2,YARS1,0.975
MARS2,EARS2,0.977
MARS2,QARS1,0.988
MARS2,KARS1,0.99
MARS2,EPRS1,0.993
MARS2,LARS1,0.993
MARS2,LARS2,0.995
MARS2,IARS2,0.995
MARS2,IARS1,0.996
QARS1,EARS2,0.7
QARS1,FARSA,0.701
QARS1,FARS2,0.735
QARS1,DARS2,0.784
QARS1,TARS2,0.806
QARS1,TARS1,0.807
QARS1,HARS1,0.835
QARS1,SARS2-2,0.84
QARS1,SARS2,0.847
QARS1,SARS1,0.852
QARS1,VARS2,0.884
QARS1,WARS1,0.888
QARS1,YARS2,0.906
QARS1,VARS1,0.91
QARS1,TARS3,0.918
QARS1,GARS1,0.925
QARS1,YARS1,0.959
QARS1,PARS2,0.981
QARS1,LARS2,0.991
QARS1,IARS2,0.992
QARS1,LARS1,0.999
QARS1,KARS1,0.999
QARS1,EPRS1,0.999
QARS1,IARS1,0.999
QARS1,RARS2,0.999
FARS2,SARS1,0.701
FARS2,HARS1,0.702
FARS2,SARS2-2,0.706
FARS2,SARS2,0.711
FARS2,WARS1,0.72
FARS2,GARS1,0.723
FARS2,IARS1,0.774
FARS2,TARS3,0.798
FARS2,TARS1,0.798
FARS2,LARS1,0.803
FARS2,KARS1,0.809
FARS2,EPRS1,0.813
FARS2,RARS2,0.825
FARS2,TARS2,0.827
FARS2,VARS2,0.831
FARS2,EARS2,0.832
FARS2,IARS2,0.836
FARS2,PARS2,0.84
FARS2,LARS2,0.847
FARS2,VARS1,0.85
FARS2,DARS2,0.87
FARS2,YARS2,0.883
FARS2,NDUFAF5,0.909
FARS2,YARS1,0.92
FARS2,LRRC47,0.937
FARS2,FARSA,0.958
FARSA,IARS1,0.736
FARSA,YARS1,0.854
FARSA,VARS1,0.873
FARSA,EPRS1,0.895
FARSA,LRRC47,0.969
YARS2,TARS1,0.818
YARS2,TARS3,0.834
YARS2,HARS1,0.851
YARS2,TARS2,0.863
YARS2,SARS2-2,0.865
YARS2,SARS1,0.867
YARS2,SARS2,0.874
YARS2,VARS1,0.878
YARS2,KARS1,0.879
YARS2,DARS2,0.881
YARS2,LARS1,0.887
YARS2,VARS2,0.891
YARS2,GARS1,0.897
YARS2,IARS1,0.904
YARS2,EARS2,0.909
YARS2,IARS2,0.919
YARS2,LARS2,0.922
YARS2,RARS2,0.925
YARS2,EPRS1,0.93
YARS2,PARS2,0.932
YARS2,WARS1,0.932
YARS2,YARS1,0.974
KARS1,DARS2,0.807
KARS1,TARS2,0.835
KARS1,TARS1,0.838
KARS1,WARS1,0.868
KARS1,SARS2-2,0.877
KARS1,SARS2,0.879
KARS1,SARS1,0.882
KARS1,HARS1,0.888
KARS1,GARS1,0.915
KARS1,VARS2,0.915
KARS1,EARS2,0.928
KARS1,TARS3,0.951
KARS1,PARS2,0.954
KARS1,VARS1,0.978
KARS1,YARS1,0.988
KARS1,IARS2,0.995
KARS1,LARS2,0.996
KARS1,RARS2,0.998
KARS1,IARS1,0.999
KARS1,EPRS1,0.999
KARS1,LARS1,0.999
TARS3,EARS2,0.782
TARS3,WARS1,0.789
TARS3,RARS2,0.791
TARS3,SARS2,0.831
TARS3,SARS2-2,0.831
TARS3,SARS1,0.839
TARS3,YARS1,0.866
TARS3,HARS1,0.87
TARS3,PARS2,0.874
TARS3,VARS2,0.882
TARS3,IARS2,0.896
TARS3,VARS1,0.904
TARS3,GARS1,0.913
TARS3,TARS2,0.919
TARS3,EPRS1,0.924
TARS3,IARS1,0.951
TARS3,TARS1,0.958
TARS3,LARS2,0.98
TARS3,LARS1,0.994
WARS1,EPRS1,0.715
WARS1,TARS2,0.787
WARS1,EARS2,0.801
WARS1,TARS1,0.818
WARS1,IARS2,0.846
WARS1,SARS2,0.847
WARS1,LARS2,0.848
WARS1,GARS1,0.848
WARS1,IARS1,0.85
WARS1,RARS2,0.852
WARS1,SARS2-2,0.856
WARS1,LARS1,0.862
WARS1,HARS1,0.863
WARS1,PARS2,0.884
WARS1,VARS2,0.888
WARS1,SARS1,0.899
WARS1,VARS1,0.901
WARS1,YARS1,0.997
IARS2,LRRC47,0.744
IARS2,HARS1,0.849
IARS2,GARS1,0.863
IARS2,VARS2,0.865
IARS2,TARS1,0.89
IARS2,DARS2,0.895
IARS2,VARS1,0.896
IARS2,SARS2-2,0.9
IARS2,TARS2,0.902
IARS2,SARS2,0.902
IARS2,SARS1,0.904
IARS2,EARS2,0.93
IARS2,IARS1,0.935
IARS2,YARS1,0.957
IARS2,LARS2,0.982
IARS2,RARS2,0.987
IARS2,PARS2,0.99
IARS2,LARS1,0.996
IARS2,EPRS1,0.999
EPRS1,HARS1,0.837
EPRS1,SARS2-2,0.844
EPRS1,SARS2,0.849
EPRS1,SARS1,0.86
EPRS1,TARS2,0.905
EPRS1,LRRC47,0.915
EPRS1,TARS1,0.928
EPRS1,VARS2,0.928
EPRS1,VARS1,0.97
EPRS1,DARS2,0.971
EPRS1,GARS1,0.973
EPRS1,LARS2,0.992
EPRS1,RARS2,0.999
EPRS1,IARS1,0.999
EPRS1,YARS1,0.999
EPRS1,PARS2,0.999
EPRS1,LARS1,0.999
TARS2,DARS2,0.777
TARS2,RARS2,0.807
TARS2,SARS2-2,0.831
TARS2,SARS2,0.835
TARS2,SARS1,0.838
TARS2,GARS1,0.842
TARS2,YARS1,0.869
TARS2,HARS1,0.87
TARS2,EARS2,0.877
TARS2,IARS1,0.877
TARS2,VARS2,0.889
TARS2,PARS2,0.889
TARS2,TARS1,0.905
TARS2,VARS1,0.91
TARS2,LARS1,0.976
TARS2,LARS2,0.982
RARS2,TARS1,0.793
RARS2,HARS1,0.816
RARS2,GARS1,0.82
RARS2,DARS2,0.888
RARS2,EARS2,0.918
RARS2,VARS2,0.935
RARS2,VARS1,0.943
RARS2,SARS2-2,0.948
RARS2,SARS1,0.95
RARS2,SARS2,0.95
RARS2,PARS2,0.953
RARS2,YARS1,0.959
RARS2,IARS1,0.99
RARS2,LARS2,0.99
RARS2,LARS1,0.99
SARS1,EARS2,0.796
SARS1,PARS2,0.853
SARS1,VARS2,0.859
SARS1,HARS1,0.866
SARS1,VARS1,0.879
SARS1,SARS2-2,0.908
SARS1,IARS1,0.908
SARS1,TARS1,0.915
SARS1,LARS2,0.917
SARS1,LARS1,0.933
SARS1,YARS1,0.941
SARS1,GARS1,0.975
PARS2,GARS1,0.768
PARS2,HARS1,0.835
PARS2,SARS2-2,0.854
PARS2,SARS2,0.857
PARS2,DARS2,0.872
PARS2,TARS1,0.873
PARS2,VARS2,0.907
PARS2,VARS1,0.912
PARS2,EARS2,0.937
PARS2,LARS2,0.972
PARS2,YARS1,0.972
PARS2,LARS1,0.974
PARS2,IARS1,0.993
YARS1,SARS2-2,0.895
YARS1,SARS2,0.897
YARS1,DARS2,0.898
YARS1,TARS1,0.911
YARS1,LRRC47,0.916
YARS1,HARS1,0.924
YARS1,EARS2,0.928
YARS1,VARS2,0.947
YARS1,VARS1,0.956
YARS1,IARS1,0.966
YARS1,LARS2,0.979
YARS1,LARS1,0.98
YARS1,GARS1,0.989
IARS1,LRRC47,0.775
IARS1,DARS2,0.807
IARS1,HARS1,0.849
IARS1,VARS2,0.872
IARS1,SARS2-2,0.894
IARS1,SARS2,0.895
IARS1,VARS1,0.9
IARS1,EARS2,0.912
IARS1,TARS1,0.913
IARS1,GARS1,0.97
IARS1,LARS2,0.989
IARS1,LARS1,0.999
VARS1,HARS1,0.846
VARS1,GARS1,0.86
VARS1,LARS2,0.87
VARS1,SARS2-2,0.875
VARS1,EARS2,0.88
VARS1,SARS2,0.886
VARS1,TARS1,0.905
VARS1,VARS2,0.926
VARS1,DARS2,0.953
VARS1,LARS1,0.968
LRRC47,LARS1,0.782
LRRC47,LARS2,0.798
GARS1,EARS2,0.782
GARS1,VARS2,0.848
GARS1,SARS2-2,0.85
GARS1,SARS2,0.852
GARS1,LARS2,0.858
GARS1,LARS1,0.895
GARS1,TARS1,0.909
GARS1,HARS1,0.98
LARS1,HARS1,0.844
LARS1,SARS2-2,0.923
LARS1,EARS2,0.924
LARS1,SARS2,0.924
LARS1,LARS2,0.944
LARS1,VARS2,0.954
LARS1,TARS1,0.98
TARS1,EARS2,0.776
TARS1,SARS2-2,0.83
TARS1,SARS2,0.857
TARS1,HARS1,0.865
TARS1,VARS2,0.876
TARS1,LARS2,0.98
HARS1,SARS2-2,0.812
HARS1,SARS2,0.816
HARS1,EARS2,0.816
HARS1,LARS2,0.839
HARS1,VARS2,0.848
HARS1,DARS2,0.856
VARS2,LARS2,0.84
VARS2,SARS2-2,0.857
VARS2,SARS2,0.86
VARS2,EARS2,0.876
VARS2,DARS2,0.916
EARS2,SARS2-2,0.796
EARS2,SARS2,0.799
EARS2,DARS2,0.929
EARS2,LARS2,0.964
SARS2-2,SARS2,0.901
SARS2-2,LARS2,0.917
SARS2,LARS2,0.921
DARS2,LARS2,0.876
IL2,TYK2,0.7
IL2,PRLR,0.704
IL2,STAT1,0.797
IL2,GHR,0.798
IL2,EGF,0.814
IL2,STAT3,0.828
IL2,SHC1,0.831
IL2,JAK2,0.896
IL2,STAT5A,0.956
IL2,STAT5B,0.956
IL2,JAK1,0.989
IL2,IL7,0.997
IL2,IL6,0.999
IL2,JAK3,0.999
IL2,IL5,0.999
IL5,GHR,0.772
IL5,STAT5A,0.777
IL5,STAT5B,0.777
IL5,JAK2,0.889
IL5,IL6,0.977
IL5,IL7,0.995
GHSR,GH2,0.704
GHSR,GHR,0.712
GHSR,IGF1,0.757
GHSR,LEP,0.767
GHSR,GH1,0.876
GHSR,GHRHR,0.892
GHSR,SST,0.958
GHSR,GHRH,0.973
GHSR,GHRL,0.999
EPO,TYK2,0.704
EPO,IL6,0.727
EPO,SHC1,0.763
EPO,GHR,0.814
EPO,JAK3,0.887
EPO,STAT5A,0.889
EPO,JAK1,0.895
EPO,STAT5B,0.896
EPO,PRLR,0.902
EPO,LEP,0.947
EPO,PRL,0.949
EPO,GH2,0.956
EPO,CSH1,0.957
EPO,CSH2,0.958
EPO,GH1,0.959
EPO,JAK2,0.99
IL7,PRLR,0.7
IL7,GHR,0.773
IL7,JAK2,0.897
IL7,STAT5B,0.962
IL7,STAT5A,0.965
IL7,JAK1,0.965
IL7,IL6,0.983
IL7,JAK3,0.997
STAT3,IRS1,0.734
STAT3,PRL,0.756
STAT3,GHR,0.766
STAT3,IGF1,0.845
STAT3,SHC1,0.893
STAT3,SOCS2,0.903
STAT3,EGF,0.907
STAT3,IGF1R,0.921
STAT3,LEP,0.933
STAT3,SOCS1,0.944
STAT3,CISH,0.983
STAT3,PTPN11,0.984
STAT3,IL6,0.984
STAT3,SOCS3,0.994
STAT3,TYK2,0.997
STAT3,STAT5A,0.997
STAT3,STAT5B,0.998
STAT3,JAK3,0.998
STAT3,JAK1,0.999
STAT3,JAK2,0.999
STAT3,STAT1,0.999
EGF,PRL,0.741
EGF,GHR,0.743
EGF,PRLR,0.764
EGF,ADAM17,0.771
EGF,PTPN11,0.827
EGF,IL6,0.89
EGF,SHC1,0.924
EGF,IGF1,0.995
EGF,IGF1R,0.997
SST,PRL,0.725
SST,GHR,0.725
SST,GHRHR,0.737
SST,IGF1,0.786
SST,LEP,0.794
SST,GH1,0.87
SST,GHRH,0.964
STAT5B,CSH1,0.702
STAT5B,LEP,0.726
STAT5B,IGF1,0.739
STAT5B,IL6,0.807
STAT5B,SOCS2,0.897
STAT5B,SOCS3,0.9
STAT5B,PRL,0.907
STAT5B,SOCS1,0.926
STAT5B,STAT5A,0.949
STAT5B,PRLR,0.951
STAT5B,STAT1,0.958
STAT5B,PTPN11,0.962
STAT5B,GHR,0.977
STAT5B,CISH,0.982
STAT5B,TYK2,0.984
STAT5B,JAK3,0.997
STAT5B,JAK2,0.999
STAT5B,JAK1,0.999
PRL,IGFBP3,0.731
PRL,JAK3,0.762
PRL,JAK1,0.763
PRL,IRS1,0.789
PRL,GHRHR,0.851
PRL,PROP1,0.87
PRL,GHRH,0.887
PRL,IGF1,0.889
PRL,STAT5A,0.905
PRL,GH1,0.944
PRL,JAK2,0.951
PRL,CSH2,0.965
PRL,CSH1,0.965
PRL,GHR,0.97
PRL,LEP,0.985
PRL,GH2,0.989
PRL,PRLR,0.999
IRS1,IL6,0.704
IRS1,CISH,0.711
IRS1,GHR,0.712
IRS1,PRLR,0.747
IRS1,CSH2,0.774
IRS1,JAK1,0.933
IRS1,SOCS2,0.96
IRS1,LEP,0.963
IRS1,SOCS1,0.983
IRS1,SOCS3,0.985
IRS1,SHC1,0.991
IRS1,JAK2,0.996
IRS1,IGF1,0.998
IRS1,PTPN11,0.999
IRS1,IGF1R,0.999
ADAM17,GHR,0.788
PROP1,GH1,0.716
PROP1,GHR,0.756
PROP1,GHRH,0.82
PROP1,GHRHR,0.927
LEP,STAT5A,0.722
LEP,PTPN11,0.808
LEP,PRLR,0.848
LEP,GHR,0.885
LEP,IGF1,0.907
LEP,SOCS3,0.908
LEP,IL6,0.919
LEP,GH2,0.94
LEP,GH1,0.949
LEP,CSH2,0.953
LEP,CSH1,0.953
LEP,JAK2,0.966
LEP,GHRL,0.994
GH1,JAK2,0.752
GH1,IGFBP3,0.764
GH1,ENSP00000497443,0.801
GH1,IGF1,0.91
GH1,GHRHR,0.918
GH1,GH2,0.925
GH1,GHRL,0.956
GH1,GHRH,0.964
GH1,CSH2,0.989
GH1,CSH1,0.99
GH1,PRLR,0.993
GH1,GHR,0.999
CSH1,JAK2,0.769
CSH1,GHRHR,0.785
CSH1,GHRL,0.79
CSH1,IGF1,0.869
CSH1,GHRH,0.909
CSH1,GH2,0.944
CSH1,PRLR,0.965
CSH1,GHR,0.992
CSH1,CSH2,0.998
GHRHR,GHRL,0.798
GHRHR,CSH2,0.803
GHRHR,GH2,0.818
GHRHR,IGF1,0.821
GHRHR,GHR,0.843
GHRHR,GHRH,0.999
SOCS3,CISH,0.707
SOCS3,GHR,0.85
SOCS3,PTPN11,0.853
SOCS3,STAT5A,0.9
SOCS3,JAK3,0.939
SOCS3,IL6,0.947
SOCS3,SOCS2,0.962
SOCS3,SOCS1,0.969
SOCS3,STAT1,0.988
SOCS3,JAK2,0.999
SOCS3,JAK1,0.999
SOCS3,TYK2,0.999
GH2,IGFBP3,0.719
GH2,JAK2,0.741
GH2,GHRL,0.805
GH2,PRLR,0.861
GH2,IGF1,0.871
GH2,GHRH,0.908
GH2,CSH2,0.966
GH2,GHR,0.991
GHRL,GHR,0.741
GHRL,CSH2,0.788
GHRL,IGF1,0.948
GHRL,GHRH,0.949
STAT5A,IL6,0.823
STAT5A,SHC1,0.826
STAT5A,SOCS2,0.882
STAT5A,GHR,0.926
STAT5A,SOCS1,0.927
STAT5A,PRLR,0.936
STAT5A,STAT1,0.969
STAT5A,PTPN11,0.974
STAT5A,CISH,0.98
STAT5A,TYK2,0.982
STAT5A,JAK3,0.998
STAT5A,JAK1,0.999
STAT5A,JAK2,0.999
STAT1,PRLR,0.725
STAT1,GHR,0.781
STAT1,SOCS2,0.842
STAT1,PTPN11,0.961
STAT1,SOCS1,0.966
STAT1,IL6,0.972
STAT1,CISH,0.98
STAT1,JAK3,0.992
STAT1,TYK2,0.997
STAT1,JAK1,0.999
STAT1,JAK2,0.999
GHRH,IGFBP3,0.77
GHRH,GHR,0.84
GHRH,CSH2,0.903
GHRH,IGF1,0.916
IGFBP3,IL6,0.733
IGFBP3,GHR,0.899
IGFBP3,IGF1R,0.96
IGFBP3,IGF1,0.999
JAK2,CSH2,0.77
JAK2,IGF1,0.829
JAK2,CISH,0.974
JAK2,SOCS2,0.974
JAK2,JAK3,0.975
JAK2,IGF1R,0.981
JAK2,SHC1,0.993
JAK2,IL6,0.995
JAK2,PRLR,0.995
JAK2,TYK2,0.997
JAK2,PTPN11,0.998
JAK2,GHR,0.999
JAK2,JAK1,0.999
JAK2,SOCS1,0.999
CSH2,IGF1,0.867
CSH2,PRLR,0.964
CSH2,GHR,0.991
IGF1,SHC1,0.89
IGF1,IL6,0.913
IGF1,GHR,0.956
IGF1,IGF1R,0.999
IL6,PRLR,0.716
IL6,SOCS1,0.748
IL6,GHR,0.749
IL6,PTPN11,0.79
IL6,JAK3,0.914
IL6,TYK2,0.986
IL6,JAK1,0.996
SHC1,GHR,0.72
SHC1,JAK1,0.783
SHC1,PTPN11,0.997
SHC1,IGF1R,0.999
CISH,SOCS1,0.717
CISH,JAK3,0.795
CISH,JAK1,0.862
CISH,TYK2,0.869
CISH,GHR,0.881
CISH,PRLR,0.959
TYK2,PRLR,0.713
TYK2,SOCS2,0.842
TYK2,GHR,0.855
TYK2,JAK3,0.906
TYK2,PTPN11,0.964
TYK2,JAK1,0.998
TYK2,SOCS1,0.999
JAK3,GHR,0.826
JAK3,PRLR,0.83
JAK3,SOCS2,0.844
JAK3,PTPN11,0.962
JAK3,SOCS1,0.966
JAK3,JAK1,0.999
SOCS2,PRLR,0.714
SOCS2,IGF1R,0.787
SOCS2,JAK1,0.805
SOCS2,SOCS1,0.967
SOCS2,GHR,0.993
PRLR,GHR,0.791
PRLR,JAK1,0.895
PRLR,ENSP00000497443,0.908
GHR,PTPN11,0.816
GHR,SOCS1,0.818
GHR,IGF1R,0.85
GHR,JAK1,0.88
GHR,ENSP00000497443,0.911
PTPN11,SOCS1,0.718
PTPN11,IGF1R,0.935
